0.56,0.58,0.39,0.71,0.11
0.59,0.58,0.30,0.77,0.11
0.52,0.52,0.40,0.87,0.11
0.67,0.53,0.27,0.53,0.11
0.55,0.55,0.14,0.79,0.11
0.72,0.57,0.22,0.58,0.11
0.72,0.55,0.21,0.58,0.11
0.51,0.53,0.17,0.76,0.11
0.70,0.53,0.31,0.51,0.11
0.54,0.51,0.20,0.78,0.11
0.69,0.52,0.29,0.50,0.11
0.54,0.51,0.20,0.74,0.11
0.61,0.40,0.38,0.71,0.11
0.65,0.69,0.11,0.57,0.11
0.63,0.70,0.09,0.62,0.11
0.85,0.77,0.37,0.67,0.11
0.92,0.80,0.35,0.69,0.11
0.75,0.48,0.34,0.78,0.11
0.34,0.64,0.22,0.45,0.22
0.71,0.69,0.10,0.56,0.11
0.62,0.66,0.11,0.58,0.11
0.62,0.62,0.38,0.81,0.11
0.54,0.62,0.42,0.76,0.11
0.62,0.52,0.45,0.88,0.00
0.57,0.49,0.48,0.90,0.11
0.59,0.65,0.35,0.81,0.11
0.72,0.66,0.32,0.67,0.11
0.67,0.64,0.39,0.62,0.11
0.71,0.72,0.27,0.70,0.11
0.75,0.67,0.31,0.71,0.11
0.64,0.77,0.31,0.58,0.11
0.63,0.66,0.31,0.66,0.11
0.69,0.68,0.27,0.67,0.11
0.67,0.60,0.36,0.70,0.11
0.70,0.65,0.24,0.79,0.11
0.70,0.80,0.22,0.64,0.11
0.62,0.78,0.26,0.60,0.11
0.69,0.68,0.25,0.70,0.11
0.65,0.81,0.21,0.62,0.11
0.82,0.58,0.34,0.73,0.11
0.82,0.57,0.29,0.80,0.11
0.88,0.61,0.31,0.77,0.11
0.84,0.66,0.31,0.73,0.11
0.76,0.66,0.39,0.71,0.11
0.81,0.60,0.31,0.67,0.11
0.90,0.65,0.24,0.85,0.11
0.88,0.67,0.29,0.78,0.11
0.83,0.65,0.28,0.77,0.11
0.48,0.32,0.30,0.85,0.11
0.41,0.35,0.25,0.84,0.11
0.46,0.36,0.23,0.80,0.11
0.65,0.51,0.40,0.67,0.11
0.49,0.64,0.34,0.66,0.11
0.78,0.49,0.44,0.71,0.11
0.52,0.68,0.30,0.65,0.11
0.46,0.60,0.32,0.73,0.11
0.59,0.69,0.30,0.71,0.11
0.32,0.26,0.15,0.88,0.11
0.38,0.27,0.14,0.86,0.11
0.34,0.27,0.13,0.87,0.11
0.25,0.44,0.12,0.79,0.11
0.40,0.47,0.12,0.81,0.11
0.35,0.48,0.10,0.84,0.11
0.34,0.47,0.15,0.70,0.11
0.43,0.43,0.14,0.77,0.11
0.34,0.44,0.11,0.83,0.11
0.29,0.12,0.12,0.86,0.11
0.32,0.12,0.11,0.88,0.11
0.33,0.10,0.15,0.87,0.11
0.23,0.17,0.07,0.81,0.11
0.38,0.15,0.15,0.91,0.11
0.29,0.12,0.06,0.80,0.11
0.38,0.12,0.13,0.90,0.11
0.29,0.11,0.12,0.90,0.11
0.28,0.12,0.09,0.85,0.11
0.79,0.76,0.22,0.78,0.11
0.63,0.69,0.28,0.80,0.00
0.46,0.53,0.34,0.90,0.00
0.74,0.61,0.33,0.83,0.00
0.54,0.52,0.34,0.94,0.00
0.78,0.66,0.31,0.74,0.11
0.65,0.59,0.34,0.83,0.00
0.66,0.69,0.28,0.81,0.00
0.82,0.77,0.28,0.66,0.11
0.54,0.51,0.10,0.58,0.22
0.46,0.51,0.07,0.59,0.22
0.29,0.34,0.35,0.77,0.11
0.44,0.43,0.26,0.74,0.11
0.45,0.38,0.30,0.86,0.11
0.54,0.51,0.08,0.53,0.22
0.54,0.50,0.08,0.58,0.22
0.55,0.53,0.05,0.57,0.33
0.38,0.41,0.25,0.78,0.11
0.62,0.59,0.34,0.86,0.11
0.46,0.43,0.36,0.98,0.11
0.62,0.60,0.32,0.86,0.00
0.57,0.53,0.30,0.88,0.00
0.60,0.56,0.30,0.88,0.00
0.55,0.49,0.35,0.95,0.00
0.66,0.64,0.30,0.86,0.00
0.67,0.65,0.30,0.83,0.00
0.54,0.50,0.34,0.93,0.00
0.50,0.47,0.45,0.86,0.11
0.62,0.55,0.42,0.79,0.11
0.47,0.47,0.44,0.71,0.11
0.01,0.30,0.68,0.70,0.11
0.00,0.33,0.64,0.63,0.11
0.64,0.58,0.39,0.73,0.11
0.79,0.78,0.20,0.70,0.11
0.47,0.53,0.39,0.83,0.00
0.59,0.57,0.40,0.74,0.11
0.70,0.57,0.29,0.71,0.11
0.62,0.55,0.28,0.69,0.11
0.63,0.58,0.30,0.66,0.11
0.64,0.56,0.32,0.67,0.11
0.77,0.58,0.30,0.72,0.11
0.44,0.53,0.40,0.63,0.11
0.65,0.59,0.31,0.64,0.11
0.62,0.56,0.31,0.67,0.11
0.50,0.58,0.30,0.70,0.11
0.44,0.56,0.36,0.70,0.11
0.83,0.55,0.38,0.71,0.11
0.58,0.60,0.35,0.69,0.11
0.59,0.58,0.27,0.70,0.11
0.79,0.53,0.38,0.72,0.11
0.54,0.56,0.36,0.69,0.11
0.84,0.50,0.43,0.73,0.11
0.52,0.57,0.36,0.70,0.11
0.57,0.49,0.46,0.73,0.11
0.10,0.19,0.15,0.87,0.11
0.06,0.17,0.20,0.83,0.11
0.21,0.22,0.12,0.90,0.11
0.17,0.42,0.18,0.73,0.11
0.51,0.53,0.12,0.72,0.11
0.33,0.50,0.14,0.69,0.11
0.29,0.47,0.14,0.74,0.11
0.22,0.47,0.21,0.72,0.11
0.11,0.18,0.14,0.92,0.11
0.37,0.41,0.28,0.71,0.11
0.33,0.30,0.23,0.79,0.11
0.30,0.40,0.32,0.73,0.11
0.30,0.32,0.18,0.73,0.11
0.31,0.31,0.17,0.77,0.11
0.39,0.45,0.20,0.66,0.11
0.28,0.32,0.15,0.72,0.11
0.29,0.31,0.18,0.73,0.11
0.38,0.47,0.17,0.62,0.11
0.19,0.36,0.11,0.93,0.11
0.59,0.31,0.09,0.86,0.11
0.65,0.33,0.09,0.90,0.11
0.67,0.30,0.09,0.88,0.11
0.57,0.31,0.10,0.87,0.11
0.39,0.36,0.10,0.97,0.11
0.28,0.32,0.11,0.91,0.11
0.24,0.38,0.12,0.93,0.11
0.35,0.36,0.10,0.91,0.11
0.76,0.62,0.22,0.70,0.11
0.89,0.61,0.27,0.72,0.11
0.79,0.57,0.29,0.69,0.11
0.86,0.70,0.22,0.65,0.11
0.62,0.60,0.22,0.65,0.11
0.66,0.67,0.19,0.65,0.11
0.56,0.56,0.20,0.73,0.11
0.87,0.68,0.23,0.71,0.11
0.75,0.65,0.29,0.53,0.11
0.25,0.23,0.15,0.79,0.11
0.25,0.23,0.18,0.86,0.11
0.25,0.20,0.17,0.86,0.11
0.21,0.23,0.17,0.87,0.11
0.32,0.38,0.09,0.74,0.11
0.29,0.38,0.10,0.73,0.11
0.29,0.39,0.08,0.76,0.11
0.32,0.39,0.12,0.76,0.11
0.37,0.39,0.07,0.73,0.11
0.23,0.15,0.12,0.76,0.11
0.26,0.15,0.12,0.74,0.11
0.32,0.15,0.10,0.79,0.11
0.18,0.10,0.18,0.83,0.11
0.19,0.02,0.22,0.80,0.11
0.22,0.15,0.08,0.83,0.11
0.21,0.00,0.24,0.81,0.11
0.29,0.17,0.09,0.80,0.11
0.29,0.16,0.09,0.78,0.11
0.30,0.35,0.39,0.87,0.11
0.35,0.33,0.49,0.80,0.11
0.56,0.34,0.44,0.92,0.11
0.37,0.34,0.42,0.91,0.11
0.49,0.58,0.40,0.66,0.11
0.51,0.57,0.34,0.73,0.11
0.41,0.52,0.45,0.69,0.11
0.32,0.56,0.37,0.76,0.11
0.62,0.58,0.40,0.70,0.11
1.00,0.80,0.45,0.58,0.11
0.62,0.55,0.12,0.63,0.11
0.59,0.55,0.32,0.63,0.11
0.73,0.58,0.35,0.65,0.11
1.00,0.82,0.40,0.58,0.11
0.64,0.52,0.15,0.63,0.11
0.66,0.55,0.11,0.63,0.11
0.65,0.55,0.34,0.64,0.11
0.54,0.61,0.21,0.67,0.11
0.19,0.51,0.43,0.78,0.11
0.55,0.30,0.53,0.95,0.11
0.22,0.52,0.37,0.78,0.11
0.66,0.27,0.54,0.97,0.11
0.85,0.30,0.50,0.93,0.11
0.80,0.31,0.51,0.91,0.11
0.28,0.48,0.48,0.78,0.00
0.80,0.28,0.44,0.95,0.11
0.36,0.52,0.41,0.77,0.11
0.45,0.68,0.22,0.73,0.11
0.45,0.55,0.33,0.79,0.11
0.40,0.51,0.40,0.80,0.11
0.46,0.68,0.28,0.69,0.11
0.29,0.51,0.38,0.78,0.11
0.43,0.68,0.25,0.76,0.11
0.35,0.52,0.36,0.77,0.11
0.38,0.64,0.37,0.70,0.11
0.49,0.72,0.22,0.70,0.11
0.24,0.19,0.06,0.86,0.11
0.13,0.09,0.10,0.84,0.11
0.27,0.17,0.04,0.80,0.11
0.19,0.11,0.04,0.83,0.11
0.29,0.15,0.17,0.88,0.11
0.36,0.14,0.20,0.90,0.11
0.10,0.11,0.20,0.91,0.11
0.29,0.18,0.19,0.88,0.11
0.33,0.17,0.17,0.86,0.11
0.38,0.47,0.39,0.78,0.11
0.69,0.73,0.18,0.73,0.11
0.62,0.72,0.18,0.77,0.11
0.65,0.51,0.35,0.86,0.00
0.65,0.75,0.19,0.70,0.11
0.55,0.48,0.37,0.84,0.11
0.70,0.74,0.21,0.66,0.11
0.54,0.44,0.39,0.87,0.11
0.69,0.74,0.26,0.62,0.11
